"","word","no_rows"
"15264","flexibles",2
"15265","flexibly",4
"15266","flgiht",1
"15267","flia",1
"15268","flied",2
"15269","fliegengitter",1
"15270","fliers",3
"15271","flies",20
"15272","flight",1735
"15273","flight's",2
"15274","flightpath",1
"15275","flights",566
"15276","flimsly",1
"15277","flimsy",11
"15278","flip",17
"15279","flipflops",1
"15280","flipped",3
"15281","flipper",1
"15282","flipping",3
"15283","flips",1
"15284","flittig",1
"15285","flitways",1
"15286","flo",3
"15287","float",1
"15288","floater",1
"15289","floating",4
"15290","floats",1
"15291","flojo",1
"15292","flood",12
"15293","flooded",16
"15294","flooding",8
"15295","floor",3595
"15296","floorboard",1
"15297","floorboards",16
"15298","floored",7
"15299","flooring",32
"15300","floorings",1
"15301","floorplan",6
"15302","floors",677
"15303","floorspace",1
"15304","floow",1
"15305","flop",2
"15306","flops",12
"15307","flor",1
"15308","flora",1
"15309","floral",1
"15310","florence",30
"15311","florence's",12
"15312","florencia",1
"15313","florent",1
"15314","florentine",2
"15315","florentines",1
"15316","florescent",1
"15317","florida",17
"15318","floridian",2
"15319","floridians",4
"15320","florist",1
"15321","floss",4
"15322","flott",2
"15323","flour",77
"15324","flourescent",1
"15325","flourish",1
"15326","flourishes",3
"15327","flourless",1
"15328","flours",1
"15329","flow",37
"15330","flowed",4
"15331","flower",20
"15332","flowerbed",1
"15333","flowering",1
"15334","flowers",225
"15335","flowery",1
"15336","flowing",12
"15337","flown",6
"15338","flows",6
"15339","flr",2
"15340","flu",5
"15341","fluctuate",3
"15342","fluctuated",2
"15343","fluctuates",2
"15344","fluctuating",6
"15345","fluctuations",2
"15346","fluent",7
"15347","fluently",1
"15348","fluff",4
"15349","fluffer",1
"15350","fluffiest",5
"15351","fluffy",135
"15352","flug",5
"15353","flughafen",65
"15354","flughafenbus",1
"15355","flughafens",3
"15356","flugtickets",1
"15357","flugzeug",1
"15358","flugzeuge",1
"15359","fluid",16
"15360","fluida",9
"15361","fluidity",1
"15362","fluidly",1
"15363","fluke",5
"15364","flume",1
"15365","flung",3
"15366","fluor",1
"15367","fluorescent",1
"15368","flur",6
"15369","flurries",1
"15370","flurry",1
"15371","flush",20
"15372","flushed",4
"15373","flushes",3
"15374","flushing",7
"15375","flustered",4
"15376","flutes",1
"15377","flux",1
"15378","fly",68
"15379","flyer",2
"15380","flyers",6
"15381","flygplatsen",3
"15382","flying",137
"15383","flynn",2
"15384","flyover",2
"15385","flys",1
"15386","fo",7
"15387","foa",1
"15388","foam",129
"15389","foams",1
"15390","foamy",2
"15391","fob",28
"15392","fob's",1
"15393","fobs",8
"15394","focus",26
"15395","focused",14
"15396","focusing",1
"15397","focussed",1
"15398","fodor's",1
"15399","foe",2
"15400","fofo",1
"15401","fog",3
"15402","foggy",2
"15403","foghorns",1
"15404","fogless",1
"15405","fogli",1
"15406","fogones",1
"15407","foi",123
"15408","foil",13
"15409","fois",46
"15410","foisonnent",1
"15411","fold",80
"15412","foldable",3
"15413","folded",28
"15414","folder",46
"15415","folding",22
"15416","foldout",7
"15417","folds",9
"15418","folgen",1
"15419","foliage",5
"15420","folie",2
"15421","folk",19
"15422","folks",195
"15423","follain",1
"15424","folletos",1
"15425","follow",371
"15426","followin",1
"15427","followup",3
"15428","fom",1
"15429","fomo",1
"15430","fomos",6
"15431","fomu",11
"15432","foncez",2
"15433","fonction",2
"15434","fonctional",2
"15435","fonctionnait",4
"15436","fonctionne",12
"15437","fonctionnel",61
"15438","fonctionnelle",12
"15439","fonctionnelles",4
"15440","fonctionnels",1
"15441","fonctionnement",7
"15442","fonctionnent",1
"15443","fond",19
"15444","fondest",2
"15445","fondly",4
"15446","fondo",1
"15447","font",22
"15448","fontainebleau",1
"15449","foo",5
"15450","food",3608
"15451","food's",1
"15452","foodcourt",1
"15453","foodie",38
"15454","foodie's",5
"15455","foodies",32
"15456","foods",1131
"15457","foodstuff",1
"15458","foodstuffs",5
"15459","fool",18
"15460","fool's",1
"15461","fooled",5
"15462","foolish",1
"15463","foolproof",1
"15464","fools",1
"15465","foor",1
"15466","foosball",11
"15467","foot",647
"15468","footage",5
"15469","football",32
"15470","footboards",1
"15471","footbridge",3
"15472","footed",5
"15473","footfall",1
"15474","footfalls",3
"15475","footing",2
"15476","footpath",4
"15477","footprint",3
"15478","footprints",3
"15479","footstep",12
"15480","footsteps",73
"15481","foottraffic",1
"15482","footwalk",2
"15483","footwear",4
"15484","footwork",1
"15485","for'our",1
"15486","fora",5
"15487","foram",11
"15488","foray",4
"15489","forays",1
"15490","forbes",3
"15491","forbidden",1
"15492","forbindelse",4
"15493","force",6
"15494","forced",38
"15495","forcement",1
"15496","forces",2
"15497","forcing",10
"15498","ford",1
"15499","fordi",1
"15500","fore",1
"15501","foreboding",1
"15502","forecast",7
"15503","forecasted",2
"15504","forefront",1
"15505","forehand",3
"15506","foreign",16
"15507","foreigner",3
"15508","foreigners",1
"15509","forem",1
"15510","foremost",17
"15511","forensic",1
"15512","foresee",2
"15513","foreseen",3
"15514","forest",234
"15515","foresther",1
"15516","forever",58
"15517","forevermore",1
"15518","forewarn",2
"15519","forewarned",15
"15520","forewarning",3
"15521","forget",227
"15522","forgets",1
"15523","forgettable",2
"15524","forgetting",14
"15525","forgive",1
"15526","forgiven",2
"15527","forgives",1
"15528","forgiving",6
"15529","forgo",1
"15530","forgoing",1
"15531","forgot",272
"15532","forgotten",103
"15533","forhold",2
"15534","fork",14
"15535","forklaret",1
"15536","forklaringer",1
"15537","forks",11
"15538","form",54
"15539","forma",17
"15540","formaat",1
"15541","formageries",1
"15542","formaggio",4
"15543","formal",11
"15544","formalities",2
"15545","formality",3
"15546","formally",2
"15547","formas",3
"15548","format",7
"15549","formation",2
"15550","formatted",1
"15551","forme",2
"15552","formed",7
"15553","formiche",1
"15554","formidable",15
"15555","formidablement",1
"15556","formidables",1
"15557","formos",1
"15558","forms",13
"15559","formula",1
"15560","formuladas",1
"15561","formule",3
"15562","fornax",5
"15563","fornecer",2
"15564","fornendo",1
"15565","fornendomi",1
"15566","fornification",1
"15567","fornirci",1
"15568","fornire",1
"15569","fornisce",1
"15570","fornita",8
"15571","forniteci",1
"15572","fornitissima",1
"15573","fornito",10
"15574","fornitura",1
"15575","forniture",1
"15576","fornitures",1
"15577","forno",4
"15578","fornt",1
"15579","forrest",39
"15580","forrest's",1
"15581","forse",8
"15582","forskellig",1
"15583","forsure",3
"15584","fort",54
"15585","fortable",2
"15586","forte",2
"15587","fortement",46
"15588","fortemente",4
"15589","fortes",1
"15590","fortfarande",1
"15591","forthcoming",24
"15592","forthill",2
"15593","forthis",1
"15594","forthright",2
"15595","forti",1
"15596","fortified",2
"15597","fortnight",1
"15598","fortrak",1
"15599","fortresses",1
"15600","forts",1
"15601","fortuna",2
"15602","fortunatamente",2
"15603","fortunate",88
"15604","fortunately",84
"15605","fortune",19
"15606","fortuned",1
"15607","forty",4
"15608","foruber",1
"15609","forum",5
"15610","forventet",1
"15611","forventninger",2
"15612","forward",939
"15613","forwarded",3
"15614","forwards",1
"15615","forwarned",1
"15616","forwhat",1
"15617","fosse",6
"15618","fossero",1
"15619","fossimo",2
"15620","foster",2
"15621","fot",3
"15622","foto",33
"15623","foto's",3
"15624","fotografa",1
"15625","fotografias",3
"15626","fotografies",1
"15627","foton",1
"15628","fotos",139
"15629","fots",1
"15630","fought",5
"15631","foul",7
"15632","fouled",1
"15633","found",2544
"15634","foundation",6
"15635","founded",3
"15636","founder",1
"15637","founder's",1
"15638","founding",2
"15639","fount",2
"15640","fountain",22
"15641","fountains",8
"15642","four's",2
"15643","fourmis",1
"15644","fournaise",1
"15645","fourni",13
"15646","fournie",1
"15647","fournies",3
"15648","fournir",1
"15649","fournira",1
"15650","fournis",6
"15651","fournit",8
"15652","fournitures",1
"15653","fours",2
"15654","fourteen",3
"15655","fourth",123
"15656","fourthly",1
"15657","foused",1
"15658","foward",2
"15659","fowl",1
"15660","fox",1
"15661","foxboro",3
"15662","foxborough",6
"15663","foyer",28
"15664","foyers",1
"15665","fpr",1
"15666","fr",3
"15667","fra",13
"15668","fraction",20
"15669","fractured",1
"15670","frage",3
"15671","fragen",67
"15672","fragile",4
"15673","fragrance",9
"15674","fragrant",5
"15675","fragt",2
"15676","fragte",1
"15677","fraiches",1
"15678","frail",3
"15679","frailer",1
"15680","frais",12
"15681","fram",1
"15682","frambozen",1
"15683","frame",59
"15684","framed",11
"15685","frameless",1
"15686","frames",6
"15687","framework",1
"15688","framing",4
"15689","framingham",1
"15690","fran",4
"15691","fran's",1
"15692","franc",1
"15693","francais",2
"15694","france",23
"15695","france's",4
"15696","frances",39
"15697","frances's",6
"15698","francesca",2
"15699","francesco",12
"15700","francesco's",2
"15701","franchement",4
"15702","franchise",1
"15703","franchises",1
"15704","francia",1
"15705","francine",6
"15706","francine's",7
"15707","francis",1
"15708","francisco",30
"15709","francisco's",4
"15710","franco",2
"15711","francois",1
"15712","franeuil",1
"15713","frank",300
"15714","frank's",133
"15715","frankie",1
"15716","franklin",239
"15717","franklin's",61
"15718","franklins",12
"15719","frankly",17
"15720","franklyn's",1
"15721","franklyns",1
"15722","frankreich",1
"15723","franks",22
"15724","fransisco",1
"15725","frantic",2
"15726","frantically",8
"15727","franzi",1
"15728","franzier",1
"15729","franziska",1
"15730","frappes",1
"15731","frat",4
"15732","fraternities",1
"15733","frats",1
"15734","frau",8
"15735","frauen",1
"15736","fray",3
"15737","frds",2
"15738","freah",2
"15739","freak",27
"15740","freaked",4
"15741","freakin",1
"15742","freaking",3
"15743","freaks",5
"15744","freaky",2
"15745","frecuente",2
"15746","fred",87
"15747","fred's",33
"15748","freddezza",1
"15749","freddie",1
"15750","frederic",1
"15751","fredom",2
"15752","free",2126
"15753","freebies",2
"15754","freebus",1
"15755","freed",3
"15756","freedom",1775
"15757","freedome",2
"15758","freedoms",3
"15759","freedomtrail",2
"15760","freedontrail",1
"15761","freedown",1
"15762","freefrom",1
"15763","freeing",1
"15764","freelance",1
"15765","freely",33
"15766","freestyle",1
"15767","freeway",35
"15768","freeways",6
"15769","freeze",9
"15770","freezer",90
"15771","freezies",1
"15772","freezin",1
"15773","freezing",78
"15774","frei",7
"15775","freies",2
"15776","freight",1
"15777","freighters",1
"15778","freindly",6
"15779","freiraum",1
"15780","freitagabend",1
"15781","fremmed",1
"15782","french",118
"15783","frenchie",1
"15784","frenchie's",1
"15785","frendily",1
"15786","frendly",6
"15787","frendship",1
"15788","frente",13
"15789","frenzy",1
"15790","freon",1
"15791","frequency",6
"15792","frequent",126
"15793","frequentado",1
"15794","frequentata",1
"15795","frequentato",1
"15796","frequented",10
"15797","frequentemente",1
"15798","frequenting",2
"15799","frequently",161
"15800","frequents",1
"15801","frernada",1
"15802","fresca",3
"15803","frescas",1
"15804","fresche",1
"15805","freschi",1
"15806","fresco",10
"15807","fresh",1411
"15808","freshed",1
"15809","freshen",8
"15810","freshened",2
"15811","freshener",5
"15812","fresheners",5
"15813","freshening",1
"15814","fresher",2
"15815","freshest",3
"15816","freshing",1
"15817","freshly",140
"15818","freshman",5
"15819","freshness",2
"15820","freuden",1
"15821","freue",1
"15822","freuen",3
"15823","freund",4
"15824","freunden",3
"15825","freundes",1
"15826","freundin",3
"15827","freundlich",89
"15828","freundliche",25
"15829","freundlichem",1
"15830","freundlichen",8
"15831","freundlicher",12
"15832","freundlicherweise",1
"15833","freundlichkeit",1
"15834","freundschaft",1
"15835","fri",16
"15836","friandises",2
"15837","frickin",2
"15838","friction",4
"15839","frictionless",4
"15840","friday",172
"15841","friday's",2
"15842","fridays",7
"15843","fridg",1
"15844","fridge",1776
"15845","fridges",3
"15846","fridndly",1
"15847","fried",5
"15848","friedly",3
"15849","friednly",1
"15850","frielndly",1
"15851","friend",1174
"15852","friend's",66
"15853","friendl",1
"15854","friendless",1
"15855","friendlier",13
"15856","friendliest",40
"15857","friendliness",37
"15858","friendly",7791
"15859","friendm",1
"15860","friends",2379
"15861","friends's",1
"15862","friendship",12
"15863","friendships",4
"15864","friendsi",1
"15865","frienely",1
"15866","frienly",1
"15867","fries",4
"15868","frig",47
"15869","frige",3
"15870","fright",2
"15871","frightened",3
"15872","frightening",2
"15873","frigid",8
"15874","frigidaire",4
"15875","frigidly",1
"15876","frigo",32
"15877","frigobar",3
"15878","frigorifero",3
"15879","frigorifico",1
"15880","frijoles",1
"15881","frileuse",1
"15882","frills",150
"15883","frilly",1
"15884","fringe",4
"15885","frio",6
"15886","frirnd",1
"15887","frisbee",2
"15888","frisch",4
"15889","frische",4
"15890","frischem",1
"15891","frischen",3
"15892","frischer",1
"15893","frisches",1
"15894","frisdrank",1
"15895","frisk",1
"15896","friskbagte",1
"15897","frisson",1
"15898","frist",1
"15899","frittata",1
"15900","friture",1
"15901","fritz",1
"15902","fritzy",1
"15903","frizzer",1
"15904","frkemds",1
"15905","frm",1
"15906","fro",13
"15907","frog",7
"15908","frogmore",2
"15909","froh",2
"15910","froid",15
"15911","froides",1
"15912","frolic",1
"15913","fromage",3
"15914","fromaggio",1
"15915","fromed",1
"15916","frommer's",1
"15917","froms",1
"15918","fron",2
"15919","front",1813
"15920","frontdesk",2
"15921","frontdoor",2
"15922","fronte",4
"15923","fronting",1
"15924","fronts",9
"15925","frontspoiler",1
"15926","frosted",8
"15927","frosting",1
"15928","frosty",1
"15929","frothed",1
"15930","frother",3
"15931","frousse",1
"15932","froyo",1
"15933","froze",4
"15934","frozen",23
"15935","fru",1
"15936","frugal",3
"15937","frugally",1
"15938","frugt",1
"15939","fruit",530
"15940","fruitful",2
"15941","fruits",153
"15942","frukost",3
"15943","frukosten",1
"15944","frustrate",1
"15945","frustrated",10
"15946","frustrating",49
"15947","frustration",10
"15948","frustrations",4
"15949","fruta",3
"15950","frutas",6
"15951","fry",2
"15952","fryer",1
"15953","frying",12
"15954","frypan",1
"15955","fsu",1
"15956","ft",36
"15957","fu",1
"15958","fubctional",1
"15959","fuctional",1
"15960","fudging",1
"15961","fue",298
"15962","fuegos",3
"15963","fuel",7
"15964","fuer",3
"15965","fuera",19
"15966","fueran",2
"15967","fueras",1
"15968","fueron",41
"15969","fuertemente",1
"15970","fuese",1
"15971","fugakyu",1
"15972","fuhr",1
"15973","fuhren",1
"15974","fui",8
"15975","fuimos",13
"15976","fujiko",1
"15977","fuktigheten",1
"15978","fuktigt",2
"15979","ful",2
"15980","fulbright",1
"15981","fuld",1
"15982","fulde",1
"15983","fulfil",2
"15984","fulfiled",1
"15985","fulfill",11
"15986","fulfilled",27
"15987","fulfilling",2
"15988","fulfills",1
"15989","fulgte",1
"15990","fuller",2
"15991","fullest",8
"15992","fullfiling",1
"15993","fullfills",1
"15994","fullfull",1
"15995","fullsize",1
"15996","fullt",1
"15997","fumble",3
"15998","fumbled",1
"15999","fumbling",4
"16000","fumes",2
"16001","fun",1593
"16002","funciona",17
"16003","funcionaba",6
"16004","funcionaban",2
"16005","funcionais",1
"16006","funcional",13
"16007","funcionam",2
"16008","funcionamento",1
"16009","funcionamiento",2
"16010","funcionando",2
"16011","funcionaram",2
"16012","funcionava",1
"16013","funcionavam",1
"16014","funciono",3
"16015","funcionou",1
"16016","function",38
"16017","functionable",1
"16018","functional",520
"16019","functionalities",1
"16020","functionality",8
"16021","functionally",5
"16022","functionals",1
"16023","functioned",21
"16024","functioning",47
"16025","functionnal",1
"16026","functions",18
"16027","fund",3
"16028","fundamental",3
"16029","fundamentally",3
"16030","fundamentalmente",1
"16031","fundamentals",1
"16032","fundamento",1
"16033","funderingar",1
"16034","funding",1
"16035","fundos",1
"16036","fundraising",1
"16037","funeral",8
"16038","funerals",1
"16039","fungerade",4
"16040","fungere",1
"16041","fungerede",1
"16042","funk",3
"16043","funkiness",1
"16044","funktional",5
"16045","funktionel",1
"16046","funktionelle",1
"16047","funktionieren",2
"16048","funktionierende",1
"16049","funktioniert",29
"16050","funktionierte",4
"16051","funktionierten",1
"16052","funky",75
"16053","funnier",1
